semanas;variacao;vp;vn;fp;fn;acuracia;precisao;sensibilidade;f1score;algoritmo;variavel
1;40-55;14;27;21;8;0,5857142857142857;0,4;0,6363636363636364;0,4912280701754386;iforest;duracao
2;40-55;13;29;22;6;0,6;0,37142857142857144;0,6842105263157895;0,4814814814814815;iforest;duracao
3;40-55;8;34;27;1;0,6;0,22857142857142856;0,8888888888888888;0,3636363636363636;iforest;duracao
4;40-55;10;33;25;2;0,6142857142857143;0,2857142857142857;0,8333333333333334;0,42553191489361697;iforest;duracao
5;40-55;8;33;27;2;0,5857142857142857;0,22857142857142856;0,8;0,3555555555555555;iforest;duracao
6;40-55;14;33;21;2;0,6714285714285714;0,4;0,875;0,5490196078431373;iforest;duracao
7;40-55;12;34;23;1;0,6571428571428571;0,34285714285714286;0,9230769230769231;0,5000000000000001;iforest;duracao
8;40-55;13;34;22;1;0,6714285714285714;0,37142857142857144;0,9285714285714286;0,5306122448979592;iforest;duracao
9;40-55;13;34;22;1;0,6714285714285714;0,37142857142857144;0,9285714285714286;0,5306122448979592;iforest;duracao
10;40-55;15;33;20;2;0,6857142857142857;0,42857142857142855;0,8823529411764706;0,5769230769230769;iforest;duracao
11;40-55;13;35;22;0;0,6857142857142857;0,37142857142857144;1,0;0,5416666666666666;iforest;duracao
12;40-55;9;35;26;0;0,6285714285714286;0,2571428571428571;1,0;0,40909090909090906;iforest;duracao
13;40-55;13;35;22;0;0,6857142857142857;0,37142857142857144;1,0;0,5416666666666666;iforest;duracao
14;40-55;13;35;22;0;0,6857142857142857;0,37142857142857144;1,0;0,5416666666666666;iforest;duracao
15;40-55;14;32;21;3;0,6571428571428571;0,4;0,8235294117647058;0,5384615384615384;iforest;duracao
16;40-55;14;32;21;3;0,6571428571428571;0,4;0,8235294117647058;0,5384615384615384;iforest;duracao
17;40-55;14;33;21;2;0,6714285714285714;0,4;0,875;0,5490196078431373;iforest;duracao
18;40-55;14;33;21;2;0,6714285714285714;0,4;0,875;0,5490196078431373;iforest;duracao
