semanas;variacao;vp;vn;fp;fn;acuracia;precisao;sensibilidade;f1score;algoritmo;variavel
1;60-75;27;26;8;9;0,7571428571428571;0,7714285714285715;0,75;0,7605633802816902;rce;duracao
2;60-75;27;31;8;4;0,8285714285714286;0,7714285714285715;0,8709677419354839;0,8181818181818182;rce;duracao
3;60-75;18;35;17;0;0,7571428571428571;0,5142857142857142;1,0;0,6792452830188679;rce;duracao
4;60-75;17;35;18;0;0,7428571428571429;0,4857142857142857;1,0;0,6538461538461539;rce;duracao
5;60-75;23;35;12;0;0,8285714285714286;0,6571428571428571;1,0;0,7931034482758621;rce;duracao
6;60-75;15;35;20;0;0,7142857142857143;0,42857142857142855;1,0;0,6;rce;duracao
7;60-75;21;35;14;0;0,8;0,6;1,0;0,7499999999999999;rce;duracao
8;60-75;15;35;20;0;0,7142857142857143;0,42857142857142855;1,0;0,6;rce;duracao
9;60-75;15;35;20;0;0,7142857142857143;0,42857142857142855;1,0;0,6;rce;duracao
10;60-75;14;35;21;0;0,7;0,4;1,0;0,5714285714285715;rce;duracao
11;60-75;14;35;21;0;0,7;0,4;1,0;0,5714285714285715;rce;duracao
12;60-75;15;35;20;0;0,7142857142857143;0,42857142857142855;1,0;0,6;rce;duracao
13;60-75;15;35;20;0;0,7142857142857143;0,42857142857142855;1,0;0,6;rce;duracao
14;60-75;16;35;19;0;0,7285714285714285;0,45714285714285713;1,0;0,6274509803921569;rce;duracao
15;60-75;15;35;20;0;0,7142857142857143;0,42857142857142855;1,0;0,6;rce;duracao
16;60-75;15;35;20;0;0,7142857142857143;0,42857142857142855;1,0;0,6;rce;duracao
17;60-75;18;35;17;0;0,7571428571428571;0,5142857142857142;1,0;0,6792452830188679;rce;duracao
18;60-75;16;35;19;0;0,7285714285714285;0,45714285714285713;1,0;0,6274509803921569;rce;duracao
