semanas;variacao;vp;vn;fp;fn;acuracia;precisao;sensibilidade;f1score;algoritmo;variavel
1;60-75;15;27;20;8;0,6;0,42857142857142855;0,6521739130434783;0,5172413793103448;iforest;duracao
2;60-75;19;29;16;6;0,6857142857142857;0,5428571428571428;0,76;0,6333333333333332;iforest;duracao
3;60-75;18;34;17;1;0,7428571428571429;0,5142857142857142;0,9473684210526315;0,6666666666666666;iforest;duracao
4;60-75;22;33;13;2;0,7857142857142857;0,6285714285714286;0,9166666666666666;0,7457627118644068;iforest;duracao
5;60-75;19;33;16;2;0,7428571428571429;0,5428571428571428;0,9047619047619048;0,6785714285714285;iforest;duracao
6;60-75;21;33;14;2;0,7714285714285715;0,6;0,9130434782608695;0,7241379310344828;iforest;duracao
7;60-75;21;34;14;1;0,7857142857142857;0,6;0,9545454545454546;0,7368421052631579;iforest;duracao
8;60-75;21;34;14;1;0,7857142857142857;0,6;0,9545454545454546;0,7368421052631579;iforest;duracao
9;60-75;21;34;14;1;0,7857142857142857;0,6;0,9545454545454546;0,7368421052631579;iforest;duracao
10;60-75;21;33;14;2;0,7714285714285715;0,6;0,9130434782608695;0,7241379310344828;iforest;duracao
11;60-75;21;35;14;0;0,8;0,6;1,0;0,7499999999999999;iforest;duracao
12;60-75;22;35;13;0;0,8142857142857143;0,6285714285714286;1,0;0,7719298245614035;iforest;duracao
13;60-75;23;35;12;0;0,8285714285714286;0,6571428571428571;1,0;0,7931034482758621;iforest;duracao
14;60-75;26;35;9;0;0,8714285714285714;0,7428571428571429;1,0;0,8524590163934427;iforest;duracao
15;60-75;27;32;8;3;0,8428571428571429;0,7714285714285715;0,9;0,8307692307692307;iforest;duracao
16;60-75;26;32;9;3;0,8285714285714286;0,7428571428571429;0,896551724137931;0,8125;iforest;duracao
17;60-75;26;33;9;2;0,8428571428571429;0,7428571428571429;0,9285714285714286;0,8253968253968255;iforest;duracao
18;60-75;25;33;10;2;0,8285714285714286;0,7142857142857143;0,9259259259259259;0,8064516129032259;iforest;duracao
