semanas;variacao;vp;vn;fp;fn;acuracia;precisao;sensibilidade;f1score;algoritmo;variavel
1;60-75;13;35;22;0;0,6857142857142857;0,37142857142857144;1,0;0,5416666666666666;iforest;dfreq
2;60-75;24;35;11;0;0,8428571428571429;0,6857142857142857;1,0;0,8135593220338984;iforest;dfreq
3;60-75;23;35;12;0;0,8285714285714286;0,6571428571428571;1,0;0,7931034482758621;iforest;dfreq
4;60-75;21;35;14;0;0,8;0,6;1,0;0,7499999999999999;iforest;dfreq
5;60-75;21;35;14;0;0,8;0,6;1,0;0,7499999999999999;iforest;dfreq
6;60-75;23;35;12;0;0,8285714285714286;0,6571428571428571;1,0;0,7931034482758621;iforest;dfreq
7;60-75;26;35;9;0;0,8714285714285714;0,7428571428571429;1,0;0,8524590163934427;iforest;dfreq
8;60-75;26;35;9;0;0,8714285714285714;0,7428571428571429;1,0;0,8524590163934427;iforest;dfreq
9;60-75;25;35;10;0;0,8571428571428571;0,7142857142857143;1,0;0,8333333333333333;iforest;dfreq
10;60-75;25;35;10;0;0,8571428571428571;0,7142857142857143;1,0;0,8333333333333333;iforest;dfreq
11;60-75;26;35;9;0;0,8714285714285714;0,7428571428571429;1,0;0,8524590163934427;iforest;dfreq
12;60-75;25;35;10;0;0,8571428571428571;0,7142857142857143;1,0;0,8333333333333333;iforest;dfreq
13;60-75;26;35;9;0;0,8714285714285714;0,7428571428571429;1,0;0,8524590163934427;iforest;dfreq
14;60-75;27;35;8;0;0,8857142857142857;0,7714285714285715;1,0;0,870967741935484;iforest;dfreq
15;60-75;27;35;8;0;0,8857142857142857;0,7714285714285715;1,0;0,870967741935484;iforest;dfreq
16;60-75;28;34;7;1;0,8857142857142857;0,8;0,9655172413793104;0,8750000000000001;iforest;dfreq
17;60-75;27;35;8;0;0,8857142857142857;0,7714285714285715;1,0;0,870967741935484;iforest;dfreq
18;60-75;28;35;7;0;0,9;0,8;1,0;0,888888888888889;iforest;dfreq
