semanas;variacao;vp;vn;fp;fn;acuracia;precisao;sensibilidade;f1score;algoritmo;variavel
1;20-35;34;5;1;30;0,5571428571428572;0,9714285714285714;0,53125;0,6868686868686867;ocsvm;duracao
2;20-35;30;9;5;26;0,5571428571428572;0,8571428571428571;0,5357142857142857;0,6593406593406593;ocsvm;duracao
3;20-35;26;14;9;21;0,5714285714285714;0,7428571428571429;0,5531914893617021;0,6341463414634146;ocsvm;duracao
4;20-35;23;18;12;17;0,5857142857142857;0,6571428571428571;0,575;0,6133333333333333;ocsvm;duracao
5;20-35;24;20;11;15;0,6285714285714286;0,6857142857142857;0,6153846153846154;0,6486486486486486;ocsvm;duracao
6;20-35;20;19;15;16;0,5571428571428572;0,5714285714285714;0,5555555555555556;0,5633802816901409;ocsvm;duracao
7;20-35;20;20;15;15;0,5714285714285714;0,5714285714285714;0,5714285714285714;0,5714285714285714;ocsvm;duracao
8;20-35;20;22;15;13;0,6;0,5714285714285714;0,6060606060606061;0,588235294117647;ocsvm;duracao
9;20-35;20;22;15;13;0,6;0,5714285714285714;0,6060606060606061;0,588235294117647;ocsvm;duracao
10;20-35;19;23;16;12;0,6;0,5428571428571428;0,6129032258064516;0,5757575757575757;ocsvm;duracao
11;20-35;19;24;16;11;0,6142857142857143;0,5428571428571428;0,6333333333333333;0,5846153846153846;ocsvm;duracao
12;20-35;18;24;17;11;0,6;0,5142857142857142;0,6206896551724138;0,5625;ocsvm;duracao
13;20-35;19;24;16;11;0,6142857142857143;0,5428571428571428;0,6333333333333333;0,5846153846153846;ocsvm;duracao
14;20-35;19;25;16;10;0,6285714285714286;0,5428571428571428;0,6551724137931034;0,5937499999999999;ocsvm;duracao
15;20-35;19;25;16;10;0,6285714285714286;0,5428571428571428;0,6551724137931034;0,5937499999999999;ocsvm;duracao
16;20-35;19;25;16;10;0,6285714285714286;0,5428571428571428;0,6551724137931034;0,5937499999999999;ocsvm;duracao
17;20-35;19;25;16;10;0,6285714285714286;0,5428571428571428;0,6551724137931034;0,5937499999999999;ocsvm;duracao
18;20-35;19;25;16;10;0,6285714285714286;0,5428571428571428;0,6551724137931034;0,5937499999999999;ocsvm;duracao
