semanas;variacao;vp;vn;fp;fn;acuracia;precisao;sensibilidade;f1score;algoritmo;variavel
1;80-95;35;5;0;30;0,5714285714285714;1,0;0,5384615384615384;0,7000000000000001;ocsvm;duracao
2;80-95;35;9;0;26;0,6285714285714286;1,0;0,5737704918032787;0,7291666666666666;ocsvm;duracao
3;80-95;35;14;0;21;0,7;1,0;0,625;0,7692307692307693;ocsvm;duracao
4;80-95;35;18;0;17;0,7571428571428571;1,0;0,6730769230769231;0,8045977011494253;ocsvm;duracao
5;80-95;35;20;0;15;0,7857142857142857;1,0;0,7;0,8235294117647058;ocsvm;duracao
6;80-95;35;19;0;16;0,7714285714285715;1,0;0,6862745098039216;0,813953488372093;ocsvm;duracao
7;80-95;35;20;0;15;0,7857142857142857;1,0;0,7;0,8235294117647058;ocsvm;duracao
8;80-95;35;22;0;13;0,8142857142857143;1,0;0,7291666666666666;0,8433734939759037;ocsvm;duracao
9;80-95;35;22;0;13;0,8142857142857143;1,0;0,7291666666666666;0,8433734939759037;ocsvm;duracao
10;80-95;35;23;0;12;0,8285714285714286;1,0;0,7446808510638298;0,8536585365853657;ocsvm;duracao
11;80-95;35;24;0;11;0,8428571428571429;1,0;0,7608695652173914;0,8641975308641976;ocsvm;duracao
12;80-95;35;24;0;11;0,8428571428571429;1,0;0,7608695652173914;0,8641975308641976;ocsvm;duracao
13;80-95;35;24;0;11;0,8428571428571429;1,0;0,7608695652173914;0,8641975308641976;ocsvm;duracao
14;80-95;35;25;0;10;0,8571428571428571;1,0;0,7777777777777778;0,8750000000000001;ocsvm;duracao
15;80-95;35;25;0;10;0,8571428571428571;1,0;0,7777777777777778;0,8750000000000001;ocsvm;duracao
16;80-95;35;25;0;10;0,8571428571428571;1,0;0,7777777777777778;0,8750000000000001;ocsvm;duracao
17;80-95;35;25;0;10;0,8571428571428571;1,0;0,7777777777777778;0,8750000000000001;ocsvm;duracao
18;80-95;35;25;0;10;0,8571428571428571;1,0;0,7777777777777778;0,8750000000000001;ocsvm;duracao
