semanas;variacao;vp;vn;fp;fn;acuracia;precisao;sensibilidade;f1score;algoritmo;variavel
1;20-95;32;25;3;10;0,8142857142857143;0,9142857142857143;0,7619047619047619;0,8311688311688312;rce;dfreq
2;20-95;35;32;0;3;0,9571428571428572;1,0;0,9210526315789473;0,958904109589041;rce;dfreq
3;20-95;35;35;0;0;1,0;1,0;1,0;1,0;rce;dfreq
4;20-95;35;25;0;10;0,8571428571428571;1,0;0,7777777777777778;0,8750000000000001;rce;dfreq
5;20-95;35;32;0;3;0,9571428571428572;1,0;0,9210526315789473;0,958904109589041;rce;dfreq
6;20-95;35;34;0;1;0,9857142857142858;1,0;0,9722222222222222;0,9859154929577464;rce;dfreq
7;20-95;35;35;0;0;1,0;1,0;1,0;1,0;rce;dfreq
8;20-95;35;34;0;1;0,9857142857142858;1,0;0,9722222222222222;0,9859154929577464;rce;dfreq
9;20-95;35;35;0;0;1,0;1,0;1,0;1,0;rce;dfreq
10;20-95;35;35;0;0;1,0;1,0;1,0;1,0;rce;dfreq
11;20-95;35;35;0;0;1,0;1,0;1,0;1,0;rce;dfreq
12;20-95;35;35;0;0;1,0;1,0;1,0;1,0;rce;dfreq
13;20-95;35;35;0;0;1,0;1,0;1,0;1,0;rce;dfreq
14;20-95;35;35;0;0;1,0;1,0;1,0;1,0;rce;dfreq
15;20-95;35;35;0;0;1,0;1,0;1,0;1,0;rce;dfreq
16;20-95;35;35;0;0;1,0;1,0;1,0;1,0;rce;dfreq
17;20-95;35;35;0;0;1,0;1,0;1,0;1,0;rce;dfreq
18;20-95;35;34;0;1;0,9857142857142858;1,0;0,9722222222222222;0,9859154929577464;rce;dfreq
