semanas;variacao;vp;vn;fp;fn;acuracia;precisao;sensibilidade;f1score;algoritmo;variavel
1;40-55;34;3;1;32;0,5285714285714286;0,9714285714285714;0,5151515151515151;0,6732673267326732;ocsvm;frequencia
2;40-55;34;10;1;25;0,6285714285714286;0,9714285714285714;0,576271186440678;0,723404255319149;ocsvm;frequencia
3;40-55;34;19;1;16;0,7571428571428571;0,9714285714285714;0,68;0,8;ocsvm;frequencia
4;40-55;33;21;2;14;0,7714285714285715;0,9428571428571428;0,7021276595744681;0,8048780487804879;ocsvm;frequencia
5;40-55;34;20;1;15;0,7714285714285715;0,9714285714285714;0,6938775510204082;0,8095238095238094;ocsvm;frequencia
6;40-55;33;23;2;12;0,8;0,9428571428571428;0,7333333333333333;0,8250000000000001;ocsvm;frequencia
7;40-55;33;22;2;13;0,7857142857142857;0,9428571428571428;0,717391304347826;0,8148148148148148;ocsvm;frequencia
8;40-55;34;26;1;9;0,8571428571428571;0,9714285714285714;0,7906976744186046;0,8717948717948717;ocsvm;frequencia
9;40-55;34;26;1;9;0,8571428571428571;0,9714285714285714;0,7906976744186046;0,8717948717948717;ocsvm;frequencia
10;40-55;34;26;1;9;0,8571428571428571;0,9714285714285714;0,7906976744186046;0,8717948717948717;ocsvm;frequencia
11;40-55;34;29;1;6;0,9;0,9714285714285714;0,85;0,9066666666666667;ocsvm;frequencia
12;40-55;34;29;1;6;0,9;0,9714285714285714;0,85;0,9066666666666667;ocsvm;frequencia
13;40-55;34;30;1;5;0,9142857142857143;0,9714285714285714;0,8717948717948718;0,9189189189189189;ocsvm;frequencia
14;40-55;34;30;1;5;0,9142857142857143;0,9714285714285714;0,8717948717948718;0,9189189189189189;ocsvm;frequencia
15;40-55;34;30;1;5;0,9142857142857143;0,9714285714285714;0,8717948717948718;0,9189189189189189;ocsvm;frequencia
16;40-55;34;30;1;5;0,9142857142857143;0,9714285714285714;0,8717948717948718;0,9189189189189189;ocsvm;frequencia
17;40-55;34;30;1;5;0,9142857142857143;0,9714285714285714;0,8717948717948718;0,9189189189189189;ocsvm;frequencia
18;40-55;34;30;1;5;0,9142857142857143;0,9714285714285714;0,8717948717948718;0,9189189189189189;ocsvm;frequencia
