semanas;variacao;vp;vn;fp;fn;acuracia;precisao;sensibilidade;f1score;algoritmo;variavel
1;20-95;12;27;23;8;0,5571428571428572;0,34285714285714286;0,6;0,43636363636363634;iforest;duracao
2;20-95;14;29;21;6;0,6142857142857143;0,4;0,7;0,509090909090909;iforest;duracao
3;20-95;10;34;25;1;0,6285714285714286;0,2857142857142857;0,9090909090909091;0,43478260869565216;iforest;duracao
4;20-95;10;33;25;2;0,6142857142857143;0,2857142857142857;0,8333333333333334;0,42553191489361697;iforest;duracao
5;20-95;10;33;25;2;0,6142857142857143;0,2857142857142857;0,8333333333333334;0,42553191489361697;iforest;duracao
6;20-95;10;33;25;2;0,6142857142857143;0,2857142857142857;0,8333333333333334;0,42553191489361697;iforest;duracao
7;20-95;9;34;26;1;0,6142857142857143;0,2571428571428571;0,9;0,39999999999999997;iforest;duracao
8;20-95;9;34;26;1;0,6142857142857143;0,2571428571428571;0,9;0,39999999999999997;iforest;duracao
9;20-95;10;34;25;1;0,6285714285714286;0,2857142857142857;0,9090909090909091;0,43478260869565216;iforest;duracao
10;20-95;11;33;24;2;0,6285714285714286;0,3142857142857143;0,8461538461538461;0,45833333333333337;iforest;duracao
11;20-95;10;35;25;0;0,6428571428571429;0,2857142857142857;1,0;0,4444444444444445;iforest;duracao
12;20-95;11;35;24;0;0,6571428571428571;0,3142857142857143;1,0;0,4782608695652174;iforest;duracao
13;20-95;13;35;22;0;0,6857142857142857;0,37142857142857144;1,0;0,5416666666666666;iforest;duracao
14;20-95;15;35;20;0;0,7142857142857143;0,42857142857142855;1,0;0,6;iforest;duracao
15;20-95;17;32;18;3;0,7;0,4857142857142857;0,85;0,6181818181818183;iforest;duracao
16;20-95;16;32;19;3;0,6857142857142857;0,45714285714285713;0,8421052631578947;0,5925925925925926;iforest;duracao
17;20-95;15;33;20;2;0,6857142857142857;0,42857142857142855;0,8823529411764706;0,5769230769230769;iforest;duracao
18;20-95;15;33;20;2;0,6857142857142857;0,42857142857142855;0,8823529411764706;0,5769230769230769;iforest;duracao
