semanas;variacao;vp;vn;fp;fn;acuracia;precisao;sensibilidade;f1score;algoritmo;variavel
1;60-75;31;35;4;0;0,9428571428571428;0,8857142857142857;1,0;0,9393939393939393;lof;frequencia
2;60-75;33;35;2;0;0,9714285714285714;0,9428571428571428;1,0;0,9705882352941176;lof;frequencia
3;60-75;33;35;2;0;0,9714285714285714;0,9428571428571428;1,0;0,9705882352941176;lof;frequencia
4;60-75;34;35;1;0;0,9857142857142858;0,9714285714285714;1,0;0,9855072463768115;lof;frequencia
5;60-75;34;35;1;0;0,9857142857142858;0,9714285714285714;1,0;0,9855072463768115;lof;frequencia
6;60-75;34;35;1;0;0,9857142857142858;0,9714285714285714;1,0;0,9855072463768115;lof;frequencia
7;60-75;34;35;1;0;0,9857142857142858;0,9714285714285714;1,0;0,9855072463768115;lof;frequencia
8;60-75;34;35;1;0;0,9857142857142858;0,9714285714285714;1,0;0,9855072463768115;lof;frequencia
9;60-75;34;34;1;1;0,9714285714285714;0,9714285714285714;0,9714285714285714;0,9714285714285714;lof;frequencia
10;60-75;34;33;1;2;0,9571428571428572;0,9714285714285714;0,9444444444444444;0,9577464788732395;lof;frequencia
11;60-75;34;33;1;2;0,9571428571428572;0,9714285714285714;0,9444444444444444;0,9577464788732395;lof;frequencia
12;60-75;34;33;1;2;0,9571428571428572;0,9714285714285714;0,9444444444444444;0,9577464788732395;lof;frequencia
13;60-75;34;30;1;5;0,9142857142857143;0,9714285714285714;0,8717948717948718;0,9189189189189189;lof;frequencia
14;60-75;34;30;1;5;0,9142857142857143;0,9714285714285714;0,8717948717948718;0,9189189189189189;lof;frequencia
15;60-75;34;30;1;5;0,9142857142857143;0,9714285714285714;0,8717948717948718;0,9189189189189189;lof;frequencia
16;60-75;34;29;1;6;0,9;0,9714285714285714;0,85;0,9066666666666667;lof;frequencia
17;60-75;34;21;1;14;0,7857142857142857;0,9714285714285714;0,7083333333333334;0,8192771084337349;lof;frequencia
18;60-75;34;21;1;14;0,7857142857142857;0,9714285714285714;0,7083333333333334;0,8192771084337349;lof;frequencia
