semanas;variacao;vp;vn;fp;fn;acuracia;precisao;sensibilidade;f1score;algoritmo;variavel
1;20-35;35;3;0;32;0,5428571428571428;1,0;0,5223880597014925;0,6862745098039216;ocsvm;frequencia
2;20-35;32;10;3;25;0,6;0,9142857142857143;0,5614035087719298;0,6956521739130436;ocsvm;frequencia
3;20-35;32;19;3;16;0,7285714285714285;0,9142857142857143;0,6666666666666666;0,7710843373493975;ocsvm;frequencia
4;20-35;32;21;3;14;0,7571428571428571;0,9142857142857143;0,6956521739130435;0,7901234567901234;ocsvm;frequencia
5;20-35;32;20;3;15;0,7428571428571429;0,9142857142857143;0,6808510638297872;0,7804878048780487;ocsvm;frequencia
6;20-35;31;23;4;12;0,7714285714285715;0,8857142857142857;0,7209302325581395;0,7948717948717948;ocsvm;frequencia
7;20-35;31;22;4;13;0,7571428571428571;0,8857142857142857;0,7045454545454546;0,7848101265822784;ocsvm;frequencia
8;20-35;31;26;4;9;0,8142857142857143;0,8857142857142857;0,775;0,8266666666666667;ocsvm;frequencia
9;20-35;32;26;3;9;0,8285714285714286;0,9142857142857143;0,7804878048780488;0,8421052631578947;ocsvm;frequencia
10;20-35;32;26;3;9;0,8285714285714286;0,9142857142857143;0,7804878048780488;0,8421052631578947;ocsvm;frequencia
11;20-35;32;29;3;6;0,8714285714285714;0,9142857142857143;0,8421052631578947;0,8767123287671234;ocsvm;frequencia
12;20-35;32;29;3;6;0,8714285714285714;0,9142857142857143;0,8421052631578947;0,8767123287671234;ocsvm;frequencia
13;20-35;32;30;3;5;0,8857142857142857;0,9142857142857143;0,8648648648648649;0,888888888888889;ocsvm;frequencia
14;20-35;32;30;3;5;0,8857142857142857;0,9142857142857143;0,8648648648648649;0,888888888888889;ocsvm;frequencia
15;20-35;32;30;3;5;0,8857142857142857;0,9142857142857143;0,8648648648648649;0,888888888888889;ocsvm;frequencia
16;20-35;32;30;3;5;0,8857142857142857;0,9142857142857143;0,8648648648648649;0,888888888888889;ocsvm;frequencia
17;20-35;32;30;3;5;0,8857142857142857;0,9142857142857143;0,8648648648648649;0,888888888888889;ocsvm;frequencia
18;20-35;32;30;3;5;0,8857142857142857;0,9142857142857143;0,8648648648648649;0,888888888888889;ocsvm;frequencia
