semanas;variacao;vp;vn;fp;fn;acuracia;precisao;sensibilidade;f1score;algoritmo;variavel
1;80-95;0;32;35;3;0,45714285714285713;0,0;0,0;0,0;iforest;frequencia
2;80-95;6;28;29;7;0,4857142857142857;0,17142857142857143;0,46153846153846156;0,25000000000000006;iforest;frequencia
3;80-95;9;33;26;2;0,6;0,2571428571428571;0,8181818181818182;0,39130434782608686;iforest;frequencia
4;80-95;11;33;24;2;0,6285714285714286;0,3142857142857143;0,8461538461538461;0,45833333333333337;iforest;frequencia
5;80-95;12;32;23;3;0,6285714285714286;0,34285714285714286;0,8;0,48000000000000004;iforest;frequencia
6;80-95;22;32;13;3;0,7714285714285715;0,6285714285714286;0,88;0,7333333333333334;iforest;frequencia
7;80-95;19;32;16;3;0,7285714285714285;0,5428571428571428;0,8636363636363636;0,6666666666666666;iforest;frequencia
8;80-95;18;32;17;3;0,7142857142857143;0,5142857142857142;0,8571428571428571;0,6428571428571428;iforest;frequencia
9;80-95;20;32;15;3;0,7428571428571429;0,5714285714285714;0,8695652173913043;0,689655172413793;iforest;frequencia
10;80-95;14;34;21;1;0,6857142857142857;0,4;0,9333333333333333;0,5599999999999999;iforest;frequencia
11;80-95;17;32;18;3;0,7;0,4857142857142857;0,85;0,6181818181818183;iforest;frequencia
12;80-95;18;32;17;3;0,7142857142857143;0,5142857142857142;0,8571428571428571;0,6428571428571428;iforest;frequencia
13;80-95;18;32;17;3;0,7142857142857143;0,5142857142857142;0,8571428571428571;0,6428571428571428;iforest;frequencia
14;80-95;18;32;17;3;0,7142857142857143;0,5142857142857142;0,8571428571428571;0,6428571428571428;iforest;frequencia
15;80-95;18;32;17;3;0,7142857142857143;0,5142857142857142;0,8571428571428571;0,6428571428571428;iforest;frequencia
16;80-95;18;32;17;3;0,7142857142857143;0,5142857142857142;0,8571428571428571;0,6428571428571428;iforest;frequencia
17;80-95;18;32;17;3;0,7142857142857143;0,5142857142857142;0,8571428571428571;0,6428571428571428;iforest;frequencia
18;80-95;23;32;12;3;0,7857142857142857;0,6571428571428571;0,8846153846153846;0,7540983606557377;iforest;frequencia
