semanas;variacao;vp;vn;fp;fn;acuracia;precisao;sensibilidade;f1score;algoritmo;variavel
1;40-55;35;5;0;30;0,5714285714285714;1,0;0,5384615384615384;0,7000000000000001;ocsvm;duracao
2;40-55;34;9;1;26;0,6142857142857143;0,9714285714285714;0,5666666666666667;0,7157894736842105;ocsvm;duracao
3;40-55;33;14;2;21;0,6714285714285714;0,9428571428571428;0,6111111111111112;0,7415730337078652;ocsvm;duracao
4;40-55;33;18;2;17;0,7285714285714285;0,9428571428571428;0,66;0,7764705882352942;ocsvm;duracao
5;40-55;33;20;2;15;0,7571428571428571;0,9428571428571428;0,6875;0,7951807228915663;ocsvm;duracao
6;40-55;32;19;3;16;0,7285714285714285;0,9142857142857143;0,6666666666666666;0,7710843373493975;ocsvm;duracao
7;40-55;29;20;6;15;0,7;0,8285714285714286;0,6590909090909091;0,7341772151898734;ocsvm;duracao
8;40-55;29;22;6;13;0,7285714285714285;0,8285714285714286;0,6904761904761905;0,7532467532467533;ocsvm;duracao
9;40-55;28;22;7;13;0,7142857142857143;0,8;0,6829268292682927;0,736842105263158;ocsvm;duracao
10;40-55;27;23;8;12;0,7142857142857143;0,7714285714285715;0,6923076923076923;0,7297297297297296;ocsvm;duracao
11;40-55;26;24;9;11;0,7142857142857143;0,7428571428571429;0,7027027027027027;0,7222222222222223;ocsvm;duracao
12;40-55;27;24;8;11;0,7285714285714285;0,7714285714285715;0,7105263157894737;0,7397260273972601;ocsvm;duracao
13;40-55;27;24;8;11;0,7285714285714285;0,7714285714285715;0,7105263157894737;0,7397260273972601;ocsvm;duracao
14;40-55;27;25;8;10;0,7428571428571429;0,7714285714285715;0,7297297297297297;0,75;ocsvm;duracao
15;40-55;27;25;8;10;0,7428571428571429;0,7714285714285715;0,7297297297297297;0,75;ocsvm;duracao
16;40-55;27;25;8;10;0,7428571428571429;0,7714285714285715;0,7297297297297297;0,75;ocsvm;duracao
17;40-55;27;25;8;10;0,7428571428571429;0,7714285714285715;0,7297297297297297;0,75;ocsvm;duracao
18;40-55;28;25;7;10;0,7571428571428571;0,8;0,7368421052631579;0,7671232876712328;ocsvm;duracao
