semanas;variacao;vp;vn;fp;fn;acuracia;precisao;sensibilidade;f1score;algoritmo;variavel
1;20-95;35;5;0;30;0,5714285714285714;1,0;0,5384615384615384;0,7000000000000001;ocsvm;duracao
2;20-95;34;9;1;26;0,6142857142857143;0,9714285714285714;0,5666666666666667;0,7157894736842105;ocsvm;duracao
3;20-95;33;14;2;21;0,6714285714285714;0,9428571428571428;0,6111111111111112;0,7415730337078652;ocsvm;duracao
4;20-95;31;18;4;17;0,7;0,8857142857142857;0,6458333333333334;0,7469879518072288;ocsvm;duracao
5;20-95;31;20;4;15;0,7285714285714285;0,8857142857142857;0,6739130434782609;0,7654320987654321;ocsvm;duracao
6;20-95;29;19;6;16;0,6857142857142857;0,8285714285714286;0,6444444444444445;0,7250000000000001;ocsvm;duracao
7;20-95;28;20;7;15;0,6857142857142857;0,8;0,6511627906976745;0,7179487179487181;ocsvm;duracao
8;20-95;28;22;7;13;0,7142857142857143;0,8;0,6829268292682927;0,736842105263158;ocsvm;duracao
9;20-95;28;22;7;13;0,7142857142857143;0,8;0,6829268292682927;0,736842105263158;ocsvm;duracao
10;20-95;28;23;7;12;0,7285714285714285;0,8;0,7;0,7466666666666666;ocsvm;duracao
11;20-95;28;24;7;11;0,7428571428571429;0,8;0,717948717948718;0,7567567567567569;ocsvm;duracao
12;20-95;28;24;7;11;0,7428571428571429;0,8;0,717948717948718;0,7567567567567569;ocsvm;duracao
13;20-95;28;24;7;11;0,7428571428571429;0,8;0,717948717948718;0,7567567567567569;ocsvm;duracao
14;20-95;29;25;6;10;0,7714285714285715;0,8285714285714286;0,7435897435897436;0,7837837837837838;ocsvm;duracao
15;20-95;29;25;6;10;0,7714285714285715;0,8285714285714286;0,7435897435897436;0,7837837837837838;ocsvm;duracao
16;20-95;29;25;6;10;0,7714285714285715;0,8285714285714286;0,7435897435897436;0,7837837837837838;ocsvm;duracao
17;20-95;29;25;6;10;0,7714285714285715;0,8285714285714286;0,7435897435897436;0,7837837837837838;ocsvm;duracao
18;20-95;29;25;6;10;0,7714285714285715;0,8285714285714286;0,7435897435897436;0,7837837837837838;ocsvm;duracao
