semanas;variacao;vp;vn;fp;fn;acuracia;precisao;sensibilidade;f1score;algoritmo;variavel
1;20-95;35;5;0;30;0,5714285714285714;1,0;0,5384615384615384;0,7000000000000001;rce;frequencia
2;20-95;34;35;1;0;0,9857142857142858;0,9714285714285714;1,0;0,9855072463768115;rce;frequencia
3;20-95;35;33;0;2;0,9714285714285714;1,0;0,9459459459459459;0,9722222222222222;rce;frequencia
4;20-95;34;35;1;0;0,9857142857142858;0,9714285714285714;1,0;0,9855072463768115;rce;frequencia
5;20-95;34;35;1;0;0,9857142857142858;0,9714285714285714;1,0;0,9855072463768115;rce;frequencia
6;20-95;34;35;1;0;0,9857142857142858;0,9714285714285714;1,0;0,9855072463768115;rce;frequencia
7;20-95;35;35;0;0;1,0;1,0;1,0;1,0;rce;frequencia
8;20-95;35;35;0;0;1,0;1,0;1,0;1,0;rce;frequencia
9;20-95;35;35;0;0;1,0;1,0;1,0;1,0;rce;frequencia
10;20-95;35;35;0;0;1,0;1,0;1,0;1,0;rce;frequencia
11;20-95;35;35;0;0;1,0;1,0;1,0;1,0;rce;frequencia
12;20-95;35;35;0;0;1,0;1,0;1,0;1,0;rce;frequencia
13;20-95;35;35;0;0;1,0;1,0;1,0;1,0;rce;frequencia
14;20-95;35;35;0;0;1,0;1,0;1,0;1,0;rce;frequencia
15;20-95;35;35;0;0;1,0;1,0;1,0;1,0;rce;frequencia
16;20-95;35;35;0;0;1,0;1,0;1,0;1,0;rce;frequencia
17;20-95;35;35;0;0;1,0;1,0;1,0;1,0;rce;frequencia
18;20-95;35;35;0;0;1,0;1,0;1,0;1,0;rce;frequencia
