semanas;variacao;vp;vn;fp;fn;acuracia;precisao;sensibilidade;f1score;algoritmo;variavel
1;20-35;35;5;0;30;0,5714285714285714;1,0;0,5384615384615384;0,7000000000000001;rce;frequencia
2;20-35;20;35;15;0;0,7857142857142857;0,5714285714285714;1,0;0,7272727272727273;rce;frequencia
3;20-35;20;33;15;2;0,7571428571428571;0,5714285714285714;0,9090909090909091;0,7017543859649122;rce;frequencia
4;20-35;17;35;18;0;0,7428571428571429;0,4857142857142857;1,0;0,6538461538461539;rce;frequencia
5;20-35;17;35;18;0;0,7428571428571429;0,4857142857142857;1,0;0,6538461538461539;rce;frequencia
6;20-35;14;35;21;0;0,7;0,4;1,0;0,5714285714285715;rce;frequencia
7;20-35;9;35;26;0;0,6285714285714286;0,2571428571428571;1,0;0,40909090909090906;rce;frequencia
8;20-35;9;35;26;0;0,6285714285714286;0,2571428571428571;1,0;0,40909090909090906;rce;frequencia
9;20-35;6;35;29;0;0,5857142857142857;0,17142857142857143;1,0;0,2926829268292683;rce;frequencia
10;20-35;19;35;16;0;0,7714285714285715;0,5428571428571428;1,0;0,7037037037037037;rce;frequencia
11;20-35;3;35;32;0;0,5428571428571428;0,08571428571428572;1,0;0,15789473684210528;rce;frequencia
12;20-35;5;35;30;0;0,5714285714285714;0,14285714285714285;1,0;0,25;rce;frequencia
13;20-35;6;35;29;0;0,5857142857142857;0,17142857142857143;1,0;0,2926829268292683;rce;frequencia
14;20-35;5;35;30;0;0,5714285714285714;0,14285714285714285;1,0;0,25;rce;frequencia
15;20-35;20;35;15;0;0,7857142857142857;0,5714285714285714;1,0;0,7272727272727273;rce;frequencia
16;20-35;6;35;29;0;0,5857142857142857;0,17142857142857143;1,0;0,2926829268292683;rce;frequencia
17;20-35;6;35;29;0;0,5857142857142857;0,17142857142857143;1,0;0,2926829268292683;rce;frequencia
18;20-35;6;35;29;0;0,5857142857142857;0,17142857142857143;1,0;0,2926829268292683;rce;frequencia
