semanas;variacao;vp;vn;fp;fn;acuracia;precisao;sensibilidade;f1score;algoritmo;variavel
1;80-95;28;26;7;9;0,7714285714285715;0,8;0,7567567567567568;0,7777777777777778;rce;duracao
2;80-95;34;31;1;4;0,9285714285714286;0,9714285714285714;0,8947368421052632;0,9315068493150684;rce;duracao
3;80-95;27;35;8;0;0,8857142857142857;0,7714285714285715;1,0;0,870967741935484;rce;duracao
4;80-95;28;35;7;0;0,9;0,8;1,0;0,888888888888889;rce;duracao
5;80-95;31;35;4;0;0,9428571428571428;0,8857142857142857;1,0;0,9393939393939393;rce;duracao
6;80-95;26;35;9;0;0,8714285714285714;0,7428571428571429;1,0;0,8524590163934427;rce;duracao
7;80-95;30;35;5;0;0,9285714285714286;0,8571428571428571;1,0;0,923076923076923;rce;duracao
8;80-95;27;35;8;0;0,8857142857142857;0,7714285714285715;1,0;0,870967741935484;rce;duracao
9;80-95;26;35;9;0;0,8714285714285714;0,7428571428571429;1,0;0,8524590163934427;rce;duracao
10;80-95;24;35;11;0;0,8428571428571429;0,6857142857142857;1,0;0,8135593220338984;rce;duracao
11;80-95;25;35;10;0;0,8571428571428571;0,7142857142857143;1,0;0,8333333333333333;rce;duracao
12;80-95;26;35;9;0;0,8714285714285714;0,7428571428571429;1,0;0,8524590163934427;rce;duracao
13;80-95;25;35;10;0;0,8571428571428571;0,7142857142857143;1,0;0,8333333333333333;rce;duracao
14;80-95;26;35;9;0;0,8714285714285714;0,7428571428571429;1,0;0,8524590163934427;rce;duracao
15;80-95;26;35;9;0;0,8714285714285714;0,7428571428571429;1,0;0,8524590163934427;rce;duracao
16;80-95;25;35;10;0;0,8571428571428571;0,7142857142857143;1,0;0,8333333333333333;rce;duracao
17;80-95;26;35;9;0;0,8714285714285714;0,7428571428571429;1,0;0,8524590163934427;rce;duracao
18;80-95;25;35;10;0;0,8571428571428571;0,7142857142857143;1,0;0,8333333333333333;rce;duracao
