semanas;variacao;vp;vn;fp;fn;acuracia;precisao;sensibilidade;f1score;algoritmo;variavel
1;60-75;33;25;2;10;0,8285714285714286;0,9428571428571428;0,7674418604651163;0,8461538461538461;rce;dfreq
2;60-75;35;32;0;3;0,9571428571428572;1,0;0,9210526315789473;0,958904109589041;rce;dfreq
3;60-75;34;35;1;0;0,9857142857142858;0,9714285714285714;1,0;0,9855072463768115;rce;dfreq
4;60-75;35;25;0;10;0,8571428571428571;1,0;0,7777777777777778;0,8750000000000001;rce;dfreq
5;60-75;35;32;0;3;0,9571428571428572;1,0;0,9210526315789473;0,958904109589041;rce;dfreq
6;60-75;34;34;1;1;0,9714285714285714;0,9714285714285714;0,9714285714285714;0,9714285714285714;rce;dfreq
7;60-75;34;35;1;0;0,9857142857142858;0,9714285714285714;1,0;0,9855072463768115;rce;dfreq
8;60-75;35;34;0;1;0,9857142857142858;1,0;0,9722222222222222;0,9859154929577464;rce;dfreq
9;60-75;34;35;1;0;0,9857142857142858;0,9714285714285714;1,0;0,9855072463768115;rce;dfreq
10;60-75;35;35;0;0;1,0;1,0;1,0;1,0;rce;dfreq
11;60-75;34;35;1;0;0,9857142857142858;0,9714285714285714;1,0;0,9855072463768115;rce;dfreq
12;60-75;34;35;1;0;0,9857142857142858;0,9714285714285714;1,0;0,9855072463768115;rce;dfreq
13;60-75;34;35;1;0;0,9857142857142858;0,9714285714285714;1,0;0,9855072463768115;rce;dfreq
14;60-75;34;35;1;0;0,9857142857142858;0,9714285714285714;1,0;0,9855072463768115;rce;dfreq
15;60-75;35;35;0;0;1,0;1,0;1,0;1,0;rce;dfreq
16;60-75;35;35;0;0;1,0;1,0;1,0;1,0;rce;dfreq
17;60-75;35;35;0;0;1,0;1,0;1,0;1,0;rce;dfreq
18;60-75;35;34;0;1;0,9857142857142858;1,0;0,9722222222222222;0,9859154929577464;rce;dfreq
