semanas;variacao;vp;vn;fp;fn;acuracia;precisao;sensibilidade;f1score;algoritmo;variavel
1;40-55;33;35;2;0;0,9714285714285714;0,9428571428571428;1,0;0,9705882352941176;lof;dfreq
2;40-55;34;35;1;0;0,9857142857142858;0,9714285714285714;1,0;0,9855072463768115;lof;dfreq
3;40-55;33;35;2;0;0,9714285714285714;0,9428571428571428;1,0;0,9705882352941176;lof;dfreq
4;40-55;33;35;2;0;0,9714285714285714;0,9428571428571428;1,0;0,9705882352941176;lof;dfreq
5;40-55;33;35;2;0;0,9714285714285714;0,9428571428571428;1,0;0,9705882352941176;lof;dfreq
6;40-55;33;35;2;0;0,9714285714285714;0,9428571428571428;1,0;0,9705882352941176;lof;dfreq
7;40-55;33;35;2;0;0,9714285714285714;0,9428571428571428;1,0;0,9705882352941176;lof;dfreq
8;40-55;33;35;2;0;0,9714285714285714;0,9428571428571428;1,0;0,9705882352941176;lof;dfreq
9;40-55;33;35;2;0;0,9714285714285714;0,9428571428571428;1,0;0,9705882352941176;lof;dfreq
10;40-55;33;35;2;0;0,9714285714285714;0,9428571428571428;1,0;0,9705882352941176;lof;dfreq
11;40-55;33;35;2;0;0,9714285714285714;0,9428571428571428;1,0;0,9705882352941176;lof;dfreq
12;40-55;33;35;2;0;0,9714285714285714;0,9428571428571428;1,0;0,9705882352941176;lof;dfreq
13;40-55;33;34;2;1;0,9571428571428572;0,9428571428571428;0,9705882352941176;0,9565217391304348;lof;dfreq
14;40-55;33;34;2;1;0,9571428571428572;0,9428571428571428;0,9705882352941176;0,9565217391304348;lof;dfreq
15;40-55;33;34;2;1;0,9571428571428572;0,9428571428571428;0,9705882352941176;0,9565217391304348;lof;dfreq
16;40-55;33;34;2;1;0,9571428571428572;0,9428571428571428;0,9705882352941176;0,9565217391304348;lof;dfreq
17;40-55;33;34;2;1;0,9571428571428572;0,9428571428571428;0,9705882352941176;0,9565217391304348;lof;dfreq
18;40-55;33;34;2;1;0,9571428571428572;0,9428571428571428;0,9705882352941176;0,9565217391304348;lof;dfreq
