semanas;variacao;vp;vn;fp;fn;acuracia;precisao;sensibilidade;f1score;algoritmo;variavel
1;20-95;4;35;31;0;0,5571428571428572;0,11428571428571428;1,0;0,20512820512820512;lof;duracao
2;20-95;8;35;27;0;0,6142857142857143;0,22857142857142856;1,0;0,3720930232558139;lof;duracao
3;20-95;8;35;27;0;0,6142857142857143;0,22857142857142856;1,0;0,3720930232558139;lof;duracao
4;20-95;9;35;26;0;0,6285714285714286;0,2571428571428571;1,0;0,40909090909090906;lof;duracao
5;20-95;9;35;26;0;0,6285714285714286;0,2571428571428571;1,0;0,40909090909090906;lof;duracao
6;20-95;11;35;24;0;0,6571428571428571;0,3142857142857143;1,0;0,4782608695652174;lof;duracao
7;20-95;12;35;23;0;0,6714285714285714;0,34285714285714286;1,0;0,5106382978723404;lof;duracao
8;20-95;14;35;21;0;0,7;0,4;1,0;0,5714285714285715;lof;duracao
9;20-95;13;35;22;0;0,6857142857142857;0,37142857142857144;1,0;0,5416666666666666;lof;duracao
10;20-95;15;35;20;0;0,7142857142857143;0,42857142857142855;1,0;0,6;lof;duracao
11;20-95;15;35;20;0;0,7142857142857143;0,42857142857142855;1,0;0,6;lof;duracao
12;20-95;15;35;20;0;0,7142857142857143;0,42857142857142855;1,0;0,6;lof;duracao
13;20-95;15;35;20;0;0,7142857142857143;0,42857142857142855;1,0;0,6;lof;duracao
14;20-95;15;35;20;0;0,7142857142857143;0,42857142857142855;1,0;0,6;lof;duracao
15;20-95;17;35;18;0;0,7428571428571429;0,4857142857142857;1,0;0,6538461538461539;lof;duracao
16;20-95;19;35;16;0;0,7714285714285715;0,5428571428571428;1,0;0,7037037037037037;lof;duracao
17;20-95;19;34;16;1;0,7571428571428571;0,5428571428571428;0,95;0,6909090909090908;lof;duracao
18;20-95;21;34;14;1;0,7857142857142857;0,6;0,9545454545454546;0,7368421052631579;lof;duracao
