semanas;variacao;vp;vn;fp;fn;acuracia;precisao;sensibilidade;f1score;algoritmo;variavel
1;80-95;22;27;13;8;0,7;0,6285714285714286;0,7333333333333333;0,6769230769230768;iforest;duracao
2;80-95;27;29;8;6;0,8;0,7714285714285715;0,8181818181818182;0,7941176470588236;iforest;duracao
3;80-95;24;34;11;1;0,8285714285714286;0,6857142857142857;0,96;0,7999999999999999;iforest;duracao
4;80-95;28;33;7;2;0,8714285714285714;0,8;0,9333333333333333;0,8615384615384616;iforest;duracao
5;80-95;25;33;10;2;0,8285714285714286;0,7142857142857143;0,9259259259259259;0,8064516129032259;iforest;duracao
6;80-95;29;33;6;2;0,8857142857142857;0,8285714285714286;0,9354838709677419;0,8787878787878788;iforest;duracao
7;80-95;28;34;7;1;0,8857142857142857;0,8;0,9655172413793104;0,8750000000000001;iforest;duracao
8;80-95;29;34;6;1;0,9;0,8285714285714286;0,9666666666666667;0,8923076923076922;iforest;duracao
9;80-95;31;34;4;1;0,9285714285714286;0,8857142857142857;0,96875;0,9253731343283582;iforest;duracao
10;80-95;32;33;3;2;0,9285714285714286;0,9142857142857143;0,9411764705882353;0,9275362318840579;iforest;duracao
11;80-95;30;35;5;0;0,9285714285714286;0,8571428571428571;1,0;0,923076923076923;iforest;duracao
12;80-95;31;35;4;0;0,9428571428571428;0,8857142857142857;1,0;0,9393939393939393;iforest;duracao
13;80-95;31;35;4;0;0,9428571428571428;0,8857142857142857;1,0;0,9393939393939393;iforest;duracao
14;80-95;32;35;3;0;0,9571428571428572;0,9142857142857143;1,0;0,955223880597015;iforest;duracao
15;80-95;32;32;3;3;0,9142857142857143;0,9142857142857143;0,9142857142857143;0,9142857142857143;iforest;duracao
16;80-95;32;32;3;3;0,9142857142857143;0,9142857142857143;0,9142857142857143;0,9142857142857143;iforest;duracao
17;80-95;32;33;3;2;0,9285714285714286;0,9142857142857143;0,9411764705882353;0,9275362318840579;iforest;duracao
18;80-95;32;33;3;2;0,9285714285714286;0,9142857142857143;0,9411764705882353;0,9275362318840579;iforest;duracao
