semanas;variacao;vp;vn;fp;fn;acuracia;precisao;sensibilidade;f1score;algoritmo;variavel
1;20-95;35;35;0;0;1,0;1,0;1,0;1,0;lof;dfreq
2;20-95;35;35;0;0;1,0;1,0;1,0;1,0;lof;dfreq
3;20-95;35;35;0;0;1,0;1,0;1,0;1,0;lof;dfreq
4;20-95;35;35;0;0;1,0;1,0;1,0;1,0;lof;dfreq
5;20-95;35;35;0;0;1,0;1,0;1,0;1,0;lof;dfreq
6;20-95;35;35;0;0;1,0;1,0;1,0;1,0;lof;dfreq
7;20-95;35;35;0;0;1,0;1,0;1,0;1,0;lof;dfreq
8;20-95;35;35;0;0;1,0;1,0;1,0;1,0;lof;dfreq
9;20-95;35;35;0;0;1,0;1,0;1,0;1,0;lof;dfreq
10;20-95;35;35;0;0;1,0;1,0;1,0;1,0;lof;dfreq
11;20-95;35;35;0;0;1,0;1,0;1,0;1,0;lof;dfreq
12;20-95;35;35;0;0;1,0;1,0;1,0;1,0;lof;dfreq
13;20-95;35;34;0;1;0,9857142857142858;1,0;0,9722222222222222;0,9859154929577464;lof;dfreq
14;20-95;35;34;0;1;0,9857142857142858;1,0;0,9722222222222222;0,9859154929577464;lof;dfreq
15;20-95;35;34;0;1;0,9857142857142858;1,0;0,9722222222222222;0,9859154929577464;lof;dfreq
16;20-95;35;34;0;1;0,9857142857142858;1,0;0,9722222222222222;0,9859154929577464;lof;dfreq
17;20-95;35;34;0;1;0,9857142857142858;1,0;0,9722222222222222;0,9859154929577464;lof;dfreq
18;20-95;35;34;0;1;0,9857142857142858;1,0;0,9722222222222222;0,9859154929577464;lof;dfreq
