semanas;variacao;vp;vn;fp;fn;acuracia;precisao;sensibilidade;f1score;algoritmo;variavel
1;80-95;23;35;12;0;0,8285714285714286;0,6571428571428571;1,0;0,7931034482758621;lof;duracao
2;80-95;28;35;7;0;0,9;0,8;1,0;0,888888888888889;lof;duracao
3;80-95;24;35;11;0;0,8428571428571429;0,6857142857142857;1,0;0,8135593220338984;lof;duracao
4;80-95;30;35;5;0;0,9285714285714286;0,8571428571428571;1,0;0,923076923076923;lof;duracao
5;80-95;31;35;4;0;0,9428571428571428;0,8857142857142857;1,0;0,9393939393939393;lof;duracao
6;80-95;33;35;2;0;0,9714285714285714;0,9428571428571428;1,0;0,9705882352941176;lof;duracao
7;80-95;32;35;3;0;0,9571428571428572;0,9142857142857143;1,0;0,955223880597015;lof;duracao
8;80-95;30;35;5;0;0,9285714285714286;0,8571428571428571;1,0;0,923076923076923;lof;duracao
9;80-95;33;35;2;0;0,9714285714285714;0,9428571428571428;1,0;0,9705882352941176;lof;duracao
10;80-95;33;35;2;0;0,9714285714285714;0,9428571428571428;1,0;0,9705882352941176;lof;duracao
11;80-95;34;35;1;0;0,9857142857142858;0,9714285714285714;1,0;0,9855072463768115;lof;duracao
12;80-95;34;35;1;0;0,9857142857142858;0,9714285714285714;1,0;0,9855072463768115;lof;duracao
13;80-95;34;35;1;0;0,9857142857142858;0,9714285714285714;1,0;0,9855072463768115;lof;duracao
14;80-95;34;35;1;0;0,9857142857142858;0,9714285714285714;1,0;0,9855072463768115;lof;duracao
15;80-95;33;35;2;0;0,9714285714285714;0,9428571428571428;1,0;0,9705882352941176;lof;duracao
16;80-95;34;35;1;0;0,9857142857142858;0,9714285714285714;1,0;0,9855072463768115;lof;duracao
17;80-95;35;34;0;1;0,9857142857142858;1,0;0,9722222222222222;0,9859154929577464;lof;duracao
18;80-95;35;34;0;1;0,9857142857142858;1,0;0,9722222222222222;0,9859154929577464;lof;duracao
