semanas;variacao;vp;vn;fp;fn;acuracia;precisao;sensibilidade;f1score;algoritmo;variavel
1;60-75;1;32;34;3;0,4714285714285714;0,02857142857142857;0,25;0,05128205128205128;iforest;frequencia
2;60-75;9;28;26;7;0,5285714285714286;0,2571428571428571;0,5625;0,3529411764705882;iforest;frequencia
3;60-75;9;33;26;2;0,6;0,2571428571428571;0,8181818181818182;0,39130434782608686;iforest;frequencia
4;60-75;14;33;21;2;0,6714285714285714;0,4;0,875;0,5490196078431373;iforest;frequencia
5;60-75;13;32;22;3;0,6428571428571429;0,37142857142857144;0,8125;0,5098039215686275;iforest;frequencia
6;60-75;21;32;14;3;0,7571428571428571;0,6;0,875;0,711864406779661;iforest;frequencia
7;60-75;15;32;20;3;0,6714285714285714;0,42857142857142855;0,8333333333333334;0,5660377358490566;iforest;frequencia
8;60-75;16;32;19;3;0,6857142857142857;0,45714285714285713;0,8421052631578947;0,5925925925925926;iforest;frequencia
9;60-75;18;32;17;3;0,7142857142857143;0,5142857142857142;0,8571428571428571;0,6428571428571428;iforest;frequencia
10;60-75;13;34;22;1;0,6714285714285714;0,37142857142857144;0,9285714285714286;0,5306122448979592;iforest;frequencia
11;60-75;19;32;16;3;0,7285714285714285;0,5428571428571428;0,8636363636363636;0,6666666666666666;iforest;frequencia
12;60-75;17;32;18;3;0,7;0,4857142857142857;0,85;0,6181818181818183;iforest;frequencia
13;60-75;18;32;17;3;0,7142857142857143;0,5142857142857142;0,8571428571428571;0,6428571428571428;iforest;frequencia
14;60-75;16;32;19;3;0,6857142857142857;0,45714285714285713;0,8421052631578947;0,5925925925925926;iforest;frequencia
15;60-75;17;32;18;3;0,7;0,4857142857142857;0,85;0,6181818181818183;iforest;frequencia
16;60-75;17;32;18;3;0,7;0,4857142857142857;0,85;0,6181818181818183;iforest;frequencia
17;60-75;18;32;17;3;0,7142857142857143;0,5142857142857142;0,8571428571428571;0,6428571428571428;iforest;frequencia
18;60-75;21;32;14;3;0,7571428571428571;0,6;0,875;0,711864406779661;iforest;frequencia
