semanas;variacao;vp;vn;fp;fn;acuracia;precisao;sensibilidade;f1score;algoritmo;variavel
1;40-55;12;35;23;0;0,6714285714285714;0,34285714285714286;1,0;0,5106382978723404;iforest;dfreq
2;40-55;23;35;12;0;0,8285714285714286;0,6571428571428571;1,0;0,7931034482758621;iforest;dfreq
3;40-55;22;35;13;0;0,8142857142857143;0,6285714285714286;1,0;0,7719298245614035;iforest;dfreq
4;40-55;23;35;12;0;0,8285714285714286;0,6571428571428571;1,0;0,7931034482758621;iforest;dfreq
5;40-55;20;35;15;0;0,7857142857142857;0,5714285714285714;1,0;0,7272727272727273;iforest;dfreq
6;40-55;21;35;14;0;0,8;0,6;1,0;0,7499999999999999;iforest;dfreq
7;40-55;24;35;11;0;0,8428571428571429;0,6857142857142857;1,0;0,8135593220338984;iforest;dfreq
8;40-55;26;35;9;0;0,8714285714285714;0,7428571428571429;1,0;0,8524590163934427;iforest;dfreq
9;40-55;25;35;10;0;0,8571428571428571;0,7142857142857143;1,0;0,8333333333333333;iforest;dfreq
10;40-55;25;35;10;0;0,8571428571428571;0,7142857142857143;1,0;0,8333333333333333;iforest;dfreq
11;40-55;25;35;10;0;0,8571428571428571;0,7142857142857143;1,0;0,8333333333333333;iforest;dfreq
12;40-55;25;35;10;0;0,8571428571428571;0,7142857142857143;1,0;0,8333333333333333;iforest;dfreq
13;40-55;25;35;10;0;0,8571428571428571;0,7142857142857143;1,0;0,8333333333333333;iforest;dfreq
14;40-55;25;35;10;0;0,8571428571428571;0,7142857142857143;1,0;0,8333333333333333;iforest;dfreq
15;40-55;29;35;6;0;0,9142857142857143;0,8285714285714286;1,0;0,90625;iforest;dfreq
16;40-55;28;34;7;1;0,8857142857142857;0,8;0,9655172413793104;0,8750000000000001;iforest;dfreq
17;40-55;28;35;7;0;0,9;0,8;1,0;0,888888888888889;iforest;dfreq
18;40-55;28;35;7;0;0,9;0,8;1,0;0,888888888888889;iforest;dfreq
